0.000000,0.000000,0.790000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.787600,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.109680,0.000000,0.000000,0.146240,0.060930,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.785200,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.217730,0.000000,0.000000,0.290310,0.120960,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.782800,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.322530,0.000000,0.000000,0.430040,0.179180,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.780600,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.422520,0.000000,0.000000,0.563370,0.234740,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.778500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.516220,0.000000,0.000000,0.688290,0.286790,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.776600,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.602220,0.000000,0.000000,0.802960,0.334570,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.774900,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.679240,0.000000,0.000000,0.905650,0.377350,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.773400,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.746130,0.000000,0.000000,0.994850,0.414520,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
0.000000,0.000000,0.772200,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.801910,0.000000,0.000000,1.069210,0.445500,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.000000,1.280000,0.000000,0.000000,0.000000,0.200000,-0.200000,0.000000,1.280000,0.000000,0.000000,0.000000
